id_logement,region,departement,surface_m2,annee_construction,periode_construction,type_logement,energie_chauffage,conso_energie_kwh,cout_chauffage,classe_dpe,co2_emission,longitude,latitude,date_dpe
1076,Provence-Alpes-Côte d'Azur,69,80.7,1974,1960-1979,Maison,Autre,2559.4,307.13,E,3364.1,6.1022003976772385,47.66003401184799,2023-05-30 23:03:26
1077,Normandie,67,75.1,2017,≥2010,Appartement,Autre,11626.0,1395.12,C,1057.9,7.461191409064147,47.185269888276586,2022-12-14 19:17:07
1078,Auvergne-Rhône-Alpes,67,95.8,1950,<1960,Maison,Autre,16935.0,2032.2,D,2605.6,1.3685237237670034,51.18594845607055,2021-12-04 14:07:49
1079,Pays de la Loire,75,48.8,1963,1960-1979,Appartement,Bois,17666.9,2120.03,E,3063.8,2.3004845761384463,47.26235518441488,2022-01-15 02:09:27
1080,Île-de-France,35,77.5,2010,≥2010,Appartement,Autre,12239.8,1468.78,E,1809.4,0.4033403664217934,46.15501374104716,2022-10-05 21:42:01
1081,Normandie,14,94.4,1954,<1960,Appartement,Électricité,8000.8,960.1,B,3327.0,-4.064234818266426,50.413133161245476,2021-09-27 16:37:48
1082,Centre-Val de Loire,69,140.1,1960,1960-1979,Appartement,Autre,16062.3,1927.48,D,2145.5,0.4964451418346396,44.537403374062805,2024-09-12 12:13:25
1083,Occitanie,14,50.0,1981,1980-1999,Appartement,Électricité,11930.9,1431.71,G,1186.6,5.278155411980004,43.34847611558224,2023-07-16 00:25:09
1084,Occitanie,44,100.6,2021,≥2010,Appartement,Gaz,10354.5,1242.54,C,1055.6,5.463511473889872,48.01658329894793,2022-02-09 20:14:45
1085,Hauts-de-France,67,103.9,2021,≥2010,Appartement,Fioul,5448.4,653.81,F,2906.3,6.600902489712896,43.333891813788114,2023-09-13 21:54:59
1086,Normandie,59,28.7,1976,1960-1979,Appartement,Bois,21466.9,2576.03,E,2823.6,-4.330932832712402,45.746392271490755,2022-10-07 00:27:56
1087,Hauts-de-France,44,97.3,1991,1980-1999,Maison,Électricité,15322.8,1838.74,E,3607.9,1.8530096645482406,46.18512325456097,2023-08-08 11:12:31
1088,Normandie,37,111.4,2016,≥2010,Maison,Gaz,15808.1,1896.97,C,2803.6,-3.6034816568180084,47.26358118332833,2021-02-23 21:36:18
1089,Provence-Alpes-Côte d'Azur,44,102.7,1987,1980-1999,Appartement,Fioul,8117.4,974.09,C,2110.5,-2.3903516188453366,51.12743804800728,2022-09-10 00:41:52
1090,Île-de-France,75,82.5,1980,1980-1999,Appartement,Fioul,12358.9,1483.07,F,2634.1,6.702814530947885,44.42254099299868,2021-11-28 20:14:57
1091,Provence-Alpes-Côte d'Azur,37,95.0,1970,1960-1979,Maison,Fioul,11633.3,1396.0,D,2264.9,1.4582863595860456,45.76908049301014,2022-10-14 08:39:45
1092,Pays de la Loire,33,90.1,1954,<1960,Maison,Électricité,15519.4,1862.33,B,1900.7,4.861083971655978,43.65048908237272,2021-05-30 17:47:37
1093,Grand Est,44,34.3,1975,1960-1979,Maison,Gaz,18118.7,2174.24,E,1705.6,-4.163006622927149,47.786237676489144,2023-11-26 03:42:30
1094,Nouvelle-Aquitaine,37,90.8,1973,1960-1979,Appartement,Autre,5546.0,665.52,B,649.3,0.4187445510230763,48.83075668607815,2022-07-08 18:55:22
1095,Normandie,69,74.0,1949,<1960,Maison,Gaz,7164.0,859.68,E,1532.1,3.76512364863639,46.694068362152144,2023-11-24 11:13:17
1096,Pays de la Loire,31,63.9,2021,≥2010,Appartement,Gaz,14905.8,1788.7,E,2182.3,-3.265715743383227,44.63873203412275,2024-11-21 07:24:37
1097,Grand Est,31,159.5,1945,<1960,Appartement,Gaz,9713.9,1165.67,F,200.0,-0.7643675716261189,47.901727941881205,2022-10-18 20:25:50
1098,Centre-Val de Loire,69,122.6,1947,<1960,Maison,Électricité,15666.9,1880.03,E,1736.6,-4.160878534689518,47.19067219330899,2022-06-04 10:28:23
1099,Bretagne,33,50.5,2011,≥2010,Maison,Électricité,10321.2,1238.54,B,3028.5,3.4674192313036354,43.98931579361234,2023-09-27 06:06:00
1100,Île-de-France,33,95.4,2015,≥2010,Appartement,Électricité,6380.5,765.66,D,3408.9,7.621586367755542,46.02943253436853,2021-06-25 03:09:08
1101,Hauts-de-France,75,128.7,1979,1960-1979,Appartement,Gaz,4082.9,489.95,E,1725.3,5.751591384856786,46.2862146972262,2022-12-12 00:24:10
1102,Hauts-de-France,67,40.1,1959,<1960,Maison,Électricité,14178.6,1701.43,D,1691.5,7.670100518498353,51.04877445781147,2024-04-10 07:55:14
1103,Provence-Alpes-Côte d'Azur,14,87.3,2011,≥2010,Appartement,Fioul,14288.9,1714.67,G,1552.0,5.992862336279154,49.888786739753044,2021-02-03 12:06:11
1104,Occitanie,33,88.7,1974,1960-1979,Appartement,Électricité,16366.0,1963.92,E,1697.4,6.117545480560722,48.88902585798027,2021-07-25 05:30:53
1105,Grand Est,59,46.8,2019,≥2010,Appartement,Bois,13475.4,1617.05,A,3228.4,2.5033035398274537,50.232360121875644,2021-04-12 10:44:23
1106,Bretagne,75,96.4,1987,1980-1999,Appartement,Électricité,2000.0,240.0,F,3666.3,1.737280048371729,48.89871433070982,2024-08-17 01:53:58
1107,Pays de la Loire,13,118.5,2004,2000-2009,Maison,Électricité,14265.5,1711.86,B,680.4,0.28130546356175845,50.35959613959388,2023-11-24 03:36:45
1108,Île-de-France,35,130.2,1984,1980-1999,Appartement,Électricité,5441.4,652.97,B,1469.7,5.635233635596439,42.97461209945172,2021-07-29 03:23:31
1109,Grand Est,13,77.5,2009,2000-2009,Appartement,Électricité,3595.3,431.44,E,522.9,-2.63312104038568,46.467776020622175,2022-11-10 18:03:40
1110,Bretagne,75,160.0,1973,1960-1979,Maison,Bois,3053.3,366.4,F,2174.2,-4.269076094285488,48.99801551660396,2022-04-12 06:59:19
1111,Nouvelle-Aquitaine,37,23.3,2018,≥2010,Appartement,Autre,2639.2,316.7,D,1760.5,7.322619694900775,47.57467343050712,2024-02-07 20:53:04
1112,Normandie,44,95.7,1963,1960-1979,Appartement,Électricité,13255.4,1590.65,C,2523.0,-4.950883592354798,44.023945628111846,2023-03-09 13:22:15
1113,Hauts-de-France,14,42.6,1947,<1960,Maison,Fioul,8709.7,1045.16,D,2796.9,7.698781184386073,45.46228115279825,2024-05-20 15:23:23
1114,Pays de la Loire,35,87.7,1980,1980-1999,Appartement,Bois,5164.0,619.68,C,2697.0,4.475093808358956,45.26463706273221,2021-09-09 14:42:09
1115,Hauts-de-France,13,69.3,1987,1980-1999,Appartement,Autre,12103.9,1452.47,C,718.7,-0.7295140439282406,44.77371814470372,2024-11-15 03:34:40
1116,Pays de la Loire,35,100.2,1959,<1960,Maison,Électricité,7023.3,842.8,C,2176.9,4.0716579601220335,45.4852793155715,2022-06-04 20:45:00
1117,Provence-Alpes-Côte d'Azur,59,81.2,1985,1980-1999,Maison,Autre,16414.8,1969.78,E,673.9,5.632377043406656,46.97922360961175,2022-04-26 08:46:45
1118,Occitanie,59,60.2,1980,1980-1999,Maison,Fioul,18526.0,2223.12,F,3763.2,-1.8102932721763332,49.9373605156145,2021-11-16 08:46:05
1119,Pays de la Loire,37,62.2,2021,≥2010,Maison,Bois,11020.8,1322.5,C,1880.8,5.0216438826345655,48.95568416282568,2022-08-19 04:46:32
1120,Hauts-de-France,59,143.0,1977,1960-1979,Maison,Bois,18197.7,2183.72,C,970.2,5.456805125107122,49.766672424941234,2021-09-23 14:57:44
1121,Provence-Alpes-Côte d'Azur,75,98.3,1949,<1960,Maison,Autre,18190.2,2182.82,F,1710.2,-1.7583898083705094,50.18735257769885,2023-03-11 10:30:32
1122,Pays de la Loire,14,33.9,2022,≥2010,Maison,Électricité,12380.7,1485.68,E,2387.1,-4.4549573930862145,46.12050896804919,2023-08-07 08:32:26
1123,Nouvelle-Aquitaine,37,101.5,1958,<1960,Appartement,Gaz,19800.5,2376.06,F,2859.9,-2.34641030074473,45.5104286710327,2023-11-21 16:57:55
1124,Occitanie,75,79.2,2012,≥2010,Appartement,Bois,9202.5,1104.3,C,3370.3,-2.3915966844378724,43.001323420652206,2022-01-02 11:36:05
1125,Pays de la Loire,31,85.1,1991,1980-1999,Maison,Gaz,3201.4,384.17,B,2256.6,-4.151874095718719,50.59527711032498,2023-09-23 11:33:17
1126,Provence-Alpes-Côte d'Azur,44,109.6,1998,1980-1999,Appartement,Bois,5005.3,600.64,D,1899.6,4.438096000517547,43.07266025606185,2023-06-19 21:15:55
1127,Centre-Val de Loire,44,120.5,1948,<1960,Appartement,Électricité,8995.4,1079.45,E,2816.6,-0.06032598204069384,48.94787898372309,2023-11-14 11:53:13
1128,Grand Est,59,59.2,1953,<1960,Appartement,Électricité,14404.4,1728.53,D,2791.9,6.497020176900158,45.78954224885061,2023-09-10 07:46:29
1129,Auvergne-Rhône-Alpes,31,84.1,1997,1980-1999,Appartement,Bois,6803.3,816.4,D,2306.9,-1.7217756263525823,50.754392738142926,2022-12-31 06:57:40
1130,Bretagne,33,68.6,2021,≥2010,Appartement,Autre,8958.9,1075.07,C,2928.7,0.8920181462990557,46.15053758212692,2022-01-29 21:20:49
1131,Auvergne-Rhône-Alpes,33,102.9,2022,≥2010,Maison,Électricité,6377.4,765.29,D,1650.8,3.307226576047917,49.604492656786036,2024-04-28 09:14:14
1132,Centre-Val de Loire,59,78.0,2004,2000-2009,Maison,Électricité,9061.9,1087.43,E,2178.4,6.407044345733114,44.95909703982399,2021-05-03 00:21:50
1133,Auvergne-Rhône-Alpes,13,85.9,1990,1980-1999,Maison,Fioul,18042.2,2165.06,D,370.3,1.8200743210518722,45.102071840021466,2021-08-25 20:23:40
1134,Centre-Val de Loire,75,76.9,1998,1980-1999,Maison,Électricité,13609.1,1633.09,E,3450.9,-0.14417983843902338,47.68101886594238,2022-08-20 08:52:16
1135,Île-de-France,59,81.8,2018,≥2010,Appartement,Fioul,9403.5,1128.42,D,1757.5,6.271196020136115,51.18244891325502,2023-03-08 15:25:25
1136,Centre-Val de Loire,67,136.1,1981,1980-1999,Appartement,Électricité,17492.1,2099.05,C,3456.0,-0.9667964790610633,47.00288003641901,2023-12-14 01:30:28
1137,Centre-Val de Loire,35,156.7,1967,1960-1979,Appartement,Électricité,12115.5,1453.86,C,1609.4,-3.967491904776506,50.64588513662163,2021-06-24 10:56:52
1138,Centre-Val de Loire,44,96.3,1971,1960-1979,Appartement,Autre,12601.4,1512.17,D,2472.0,0.7855473976331195,49.340373505763935,2024-10-29 13:07:51
1139,Nouvelle-Aquitaine,33,82.0,2014,≥2010,Appartement,Autre,17142.5,2057.1,A,2249.3,5.206212984473895,49.42401953334195,2024-10-13 14:05:26
1140,Grand Est,69,37.1,2010,≥2010,Appartement,Électricité,10458.2,1254.98,E,1658.2,-4.5998491872041996,46.29285190542025,2024-08-24 09:06:36
1141,Normandie,33,62.2,2005,2000-2009,Maison,Bois,16123.1,1934.77,F,2631.6,2.6164691848646973,45.862917576503364,2024-01-26 05:35:25
1142,Pays de la Loire,44,81.2,2021,≥2010,Appartement,Bois,15802.2,1896.26,D,3349.3,2.728032630854069,44.16971973039009,2024-08-06 19:24:49
1143,Bretagne,35,63.5,1995,1980-1999,Maison,Électricité,11345.0,1361.4,A,3810.8,7.071042924555961,50.886289022757786,2023-05-07 04:34:25
1144,Occitanie,44,66.7,1994,1980-1999,Appartement,Bois,5717.1,686.05,G,2868.5,-1.2759573771147164,50.84672442826124,2023-09-27 03:42:19
1145,Grand Est,69,132.3,1963,1960-1979,Appartement,Électricité,12057.1,1446.85,C,1111.0,-1.3751240282609496,48.999489288498594,2023-10-26 06:01:18
1146,Hauts-de-France,59,85.9,1945,<1960,Appartement,Autre,17117.6,2054.11,B,935.0,0.7262874674158155,45.077396313718225,2023-06-03 00:45:19
1147,Normandie,31,88.5,1984,1980-1999,Maison,Gaz,15689.0,1882.68,D,3225.0,-0.36010628087030305,44.63306200097786,2024-08-22 14:51:03
1148,Île-de-France,69,64.8,1976,1960-1979,Appartement,Fioul,19696.1,2363.53,E,1302.4,4.572496214961248,51.10090910876658,2021-01-22 15:59:33
1149,Île-de-France,44,120.3,1966,1960-1979,Appartement,Bois,9793.2,1175.18,C,2754.4,3.342777002710145,43.07892249144115,2023-05-26 12:07:19
1150,Centre-Val de Loire,44,78.6,2010,≥2010,Appartement,Bois,15506.9,1860.83,D,2320.5,4.865973492781462,49.83900934162939,2024-10-05 02:13:33
1151,Grand Est,67,69.4,1984,1980-1999,Maison,Autre,7471.7,896.6,D,3386.8,5.660543285582959,45.59248460419753,2023-06-10 07:29:28
1152,Provence-Alpes-Côte d'Azur,37,37.6,1982,1980-1999,Appartement,Bois,12907.1,1548.85,B,2659.0,6.99875472554392,46.14416656162682,2024-06-27 19:36:56
1153,Auvergne-Rhône-Alpes,67,83.2,1992,1980-1999,Maison,Électricité,16974.4,2036.93,C,2172.5,0.6021775132004192,49.738205544114884,2023-12-06 21:01:19
1154,Hauts-de-France,14,68.4,1999,1980-1999,Maison,Électricité,16078.9,1929.47,E,4055.1,7.801066063130143,43.28824623924662,2024-07-02 01:53:30
1155,Île-de-France,67,135.5,2019,≥2010,Appartement,Gaz,12463.8,1495.66,E,2940.9,-2.1964094257525146,45.58127620312624,2023-07-30 09:53:57
1156,Bretagne,75,140.3,1999,1980-1999,Maison,Gaz,10793.8,1295.26,B,2699.3,4.286747105315271,50.78261121137529,2024-05-09 05:00:15
1157,Île-de-France,31,47.9,1995,1980-1999,Appartement,Gaz,7523.3,902.8,C,1585.7,1.9421211249934602,48.581873441109934,2023-09-22 22:22:47
1158,Occitanie,35,51.3,2004,2000-2009,Appartement,Électricité,10984.0,1318.08,E,1168.0,5.6197077309034835,49.06797073381125,2024-10-16 19:06:06
1159,Pays de la Loire,69,76.7,1952,<1960,Maison,Gaz,6104.1,732.49,F,1966.5,1.198016767883538,49.09029611831265,2022-02-03 01:40:01
1160,Île-de-France,44,60.5,2012,≥2010,Maison,Gaz,10455.6,1254.67,C,851.1,5.191202259711606,43.02695972352632,2021-03-01 10:21:11
1161,Occitanie,14,91.5,2019,≥2010,Appartement,Électricité,3872.0,464.64,D,1910.2,7.092193290419814,44.26790606136575,2023-08-20 02:46:58
1162,Grand Est,14,75.2,2016,≥2010,Maison,Autre,6066.0,727.92,C,2920.9,4.519825459821135,46.773990327906546,2023-02-10 19:12:29
1163,Grand Est,35,93.4,1953,<1960,Maison,Bois,15837.6,1900.51,C,3083.6,5.089225720838217,45.70290702253577,2023-03-13 04:41:04
1164,Normandie,31,115.5,1946,<1960,Maison,Fioul,15336.3,1840.36,A,1892.2,-4.126719393543871,46.074936950255825,2023-11-14 23:43:50
1165,Île-de-France,69,53.1,2014,≥2010,Appartement,Électricité,10700.2,1284.02,E,4842.4,-2.3355503909803517,49.29859219404335,2024-11-01 02:09:03
1166,Bretagne,33,114.9,2003,2000-2009,Maison,Électricité,12291.5,1474.98,D,3346.0,7.665948626546719,42.62770934508929,2021-10-29 10:34:08
1167,Île-de-France,67,63.1,1963,1960-1979,Appartement,Fioul,12895.0,1547.4,F,2173.0,4.011431049236126,48.24627975899478,2021-04-29 12:35:57
1168,Bretagne,59,149.5,1972,1960-1979,Appartement,Fioul,14071.5,1688.58,E,3227.3,2.2988372250430595,42.50095901667586,2024-08-25 20:49:30
1169,Nouvelle-Aquitaine,14,133.6,2016,≥2010,Maison,Gaz,13589.9,1630.79,F,1678.5,-0.22930714584614886,43.04860917251332,2024-09-02 23:27:28
1170,Centre-Val de Loire,67,81.6,1958,<1960,Maison,Fioul,5984.5,718.14,C,2428.5,-4.422942984310067,46.05208924258733,2021-08-06 02:06:24
1171,Normandie,67,56.1,1968,1960-1979,Appartement,Bois,2000.0,240.0,C,1875.5,-0.20123319646624527,49.81625212230195,2024-01-26 13:42:27
1172,Nouvelle-Aquitaine,75,50.4,1988,1980-1999,Appartement,Bois,7424.0,890.88,G,1109.4,1.4858673527644868,43.761463160410806,2023-05-31 01:38:04
1173,Île-de-France,31,111.2,2000,2000-2009,Appartement,Bois,11305.5,1356.66,E,2679.4,-2.2510263779704722,47.32520625941892,2021-04-07 12:38:23
1174,Normandie,59,84.1,1995,1980-1999,Appartement,Bois,16320.8,1958.5,F,2194.7,-2.749221713440177,48.40299547339268,2021-11-18 06:05:17
1175,Nouvelle-Aquitaine,37,112.8,1976,1960-1979,Appartement,Bois,13054.6,1566.55,A,2261.5,1.609415167647719,44.496936092297794,2023-02-11 18:19:58
1176,Auvergne-Rhône-Alpes,33,151.1,1994,1980-1999,Appartement,Gaz,14404.7,1728.56,D,2175.6,2.6167550631580703,46.95727322084537,2023-01-11 10:38:20
1177,Île-de-France,44,61.9,1985,1980-1999,Appartement,Électricité,7964.0,955.68,E,1391.7,-1.8810670548911768,50.42924336330228,2023-01-05 14:59:09
1178,Nouvelle-Aquitaine,75,48.1,2010,≥2010,Maison,Fioul,11681.7,1401.8,B,3629.5,2.63606316793077,46.956388170680135,2024-11-29 11:32:43
1179,Auvergne-Rhône-Alpes,67,90.8,1969,1960-1979,Appartement,Électricité,12294.7,1475.36,D,2423.9,6.7044195303658345,43.86871063755254,2021-09-05 02:15:59
1180,Auvergne-Rhône-Alpes,67,119.3,2005,2000-2009,Maison,Fioul,8599.5,1031.94,D,1959.7,1.1512523542775996,47.961984381181644,2021-11-01 15:42:27
1181,Grand Est,13,56.8,2010,≥2010,Maison,Gaz,7187.0,862.44,A,1021.7,6.146072204633358,47.65214156607407,2021-06-01 04:02:49
1182,Île-de-France,59,86.0,1986,1980-1999,Appartement,Gaz,10980.0,1317.6,C,3463.0,7.05452877893314,42.73450641024374,2024-01-31 00:23:06
1183,Auvergne-Rhône-Alpes,59,126.1,2009,2000-2009,Appartement,Autre,14975.6,1797.07,C,3025.6,-3.798877623817886,43.28817133000383,2023-02-12 13:15:17
1184,Grand Est,13,36.0,1980,1980-1999,Appartement,Autre,7927.7,951.32,B,2201.4,-3.754449464461639,43.863997789726795,2024-06-19 15:10:51
1185,Nouvelle-Aquitaine,59,92.1,2020,≥2010,Maison,Gaz,11063.1,1327.57,E,1044.3,1.188574377538819,43.68571497478827,2024-08-11 05:02:33
1186,Occitanie,67,68.8,1953,<1960,Appartement,Gaz,18097.5,2171.7,C,3693.0,2.645331776130134,44.75735220388012,2023-04-30 14:09:15
1187,Île-de-France,14,88.7,1980,1980-1999,Appartement,Fioul,9663.0,1159.56,C,1871.7,0.5364850380453801,46.450716312149446,2023-01-08 01:15:46
1188,Normandie,69,106.3,1982,1980-1999,Appartement,Gaz,12032.8,1443.94,F,1595.6,-0.7561399845724601,45.73393179172117,2023-08-22 05:50:06
1189,Bretagne,67,91.6,1977,1960-1979,Appartement,Électricité,11524.3,1382.92,D,2155.8,3.3329235096400254,50.248654055219994,2023-04-18 13:45:45
1190,Bretagne,75,54.7,1986,1980-1999,Appartement,Fioul,11154.9,1338.59,D,2537.6,-4.9729403394510365,47.82535186183513,2023-06-03 00:03:33
1191,Nouvelle-Aquitaine,31,70.0,2005,2000-2009,Maison,Gaz,19508.2,2340.98,E,2048.2,7.584952651228651,50.12245584466804,2022-01-23 07:14:04
1192,Provence-Alpes-Côte d'Azur,13,127.8,1990,1980-1999,Appartement,Fioul,13375.9,1605.11,F,200.0,-1.9829718535557124,47.085242126783115,2021-03-07 10:16:54
1193,Provence-Alpes-Côte d'Azur,33,94.9,2005,2000-2009,Maison,Fioul,4934.2,592.1,A,2424.7,6.922283991579093,43.28187309499726,2024-03-23 02:35:54
1194,Nouvelle-Aquitaine,44,110.2,1962,1960-1979,Maison,Bois,18877.9,2265.35,D,3030.3,-3.582808321051422,46.530600806877985,2022-12-24 14:00:47
1195,Auvergne-Rhône-Alpes,33,92.5,2014,≥2010,Appartement,Autre,13236.7,1588.4,E,1398.1,-1.9048666334205566,49.65168315752858,2023-12-02 10:34:24
1196,Île-de-France,67,109.3,1959,<1960,Appartement,Fioul,10318.9,1238.27,C,3604.5,-1.946641885862495,44.18870277435384,2021-05-11 21:04:45
1197,Bretagne,75,73.1,1992,1980-1999,Maison,Fioul,18072.5,2168.7,E,2987.4,7.949987754608401,43.29356422514805,2021-10-10 04:18:21
1198,Bretagne,67,62.0,2016,≥2010,Maison,Bois,8495.9,1019.51,G,2621.9,-4.940192905563503,45.36608222354286,2022-12-29 12:43:49
1199,Auvergne-Rhône-Alpes,31,107.9,1957,<1960,Appartement,Gaz,19720.7,2366.48,F,1287.3,3.3152967209454456,45.883411126569214,2022-06-10 19:42:33
1200,Bretagne,14,118.8,1987,1980-1999,Maison,Fioul,12419.9,1490.39,C,2451.0,6.305925553791086,45.164441784731366,2022-12-28 08:08:48
1201,Normandie,37,57.6,2004,2000-2009,Appartement,Bois,16525.0,1983.0,C,2519.4,3.7395575023215777,43.67659483493364,2024-02-29 11:11:50
1202,Île-de-France,44,67.7,2001,2000-2009,Appartement,Électricité,25803.8,3096.46,G,2126.3,-0.28446036317972556,44.682306779578916,2024-12-07 23:10:22
1203,Pays de la Loire,31,80.1,2015,≥2010,Appartement,Bois,12810.4,1537.25,D,3002.2,7.458021715138154,48.43585692003836,2023-09-30 00:56:09
1204,Bretagne,13,133.6,1961,1960-1979,Appartement,Autre,11564.3,1387.72,C,1875.3,6.615769809657532,45.857578091750526,2024-12-25 14:08:52
1205,Nouvelle-Aquitaine,13,101.9,1994,1980-1999,Appartement,Autre,7198.4,863.81,E,1955.5,0.641413963243731,48.00318016818144,2022-09-25 07:06:49
1206,Normandie,67,45.3,1976,1960-1979,Appartement,Gaz,11457.4,1374.89,C,1600.3,2.453270403945125,47.165842885292975,2024-04-08 07:41:33
1207,Bretagne,75,82.2,1966,1960-1979,Appartement,Gaz,7337.2,880.46,C,1793.9,7.577749441468129,47.276760576761724,2021-07-04 12:38:43
1208,Centre-Val de Loire,31,77.6,1999,1980-1999,Appartement,Autre,11158.6,1339.03,F,2065.0,7.773284705044112,44.66238115414583,2023-02-04 19:12:48
1209,Normandie,35,49.8,2001,2000-2009,Maison,Autre,25026.1,3003.13,C,2032.5,0.847702584333379,47.037424385083185,2022-10-21 11:39:52
1210,Grand Est,75,81.9,1957,<1960,Maison,Fioul,12538.2,1504.58,B,1992.1,6.015550365860152,42.705274010609855,2021-07-14 14:03:58
1211,Pays de la Loire,14,76.3,1991,1980-1999,Maison,Autre,9508.4,1141.01,C,3031.7,-1.0742570495988275,46.256170558226856,2023-08-29 17:02:30
1212,Hauts-de-France,13,74.2,2006,2000-2009,Appartement,Gaz,11056.3,1326.76,E,3552.4,-0.16643265190135903,47.48181856175226,2021-10-23 08:29:53
1213,Nouvelle-Aquitaine,37,72.8,1998,1980-1999,Appartement,Autre,10146.6,1217.59,B,1046.3,-2.8573155211270587,44.08336190578075,2021-04-14 17:20:03
1214,Nouvelle-Aquitaine,67,129.1,1973,1960-1979,Appartement,Gaz,16717.8,2006.14,D,3531.5,-2.280600293902506,44.73205900436588,2024-12-26 23:22:27
1215,Île-de-France,59,74.1,1966,1960-1979,Appartement,Électricité,11594.0,1391.28,E,2807.0,3.539352929371667,44.40991987239589,2022-04-18 13:42:41
1216,Normandie,13,86.5,2009,2000-2009,Appartement,Autre,19240.0,2308.8,F,1396.2,1.6401610340920518,43.113854210809194,2022-10-02 16:21:30
1217,Auvergne-Rhône-Alpes,37,83.2,1973,1960-1979,Maison,Gaz,10577.6,1269.31,C,1903.1,-1.9952858118671628,45.52635869391879,2023-03-07 06:13:56
1218,Nouvelle-Aquitaine,44,69.8,1992,1980-1999,Maison,Bois,10867.9,1304.15,F,2455.6,0.23782501270148337,51.017002168131874,2023-11-09 13:30:01
1219,Normandie,69,87.4,1949,<1960,Appartement,Fioul,7964.5,955.74,C,710.5,-0.14861502177213737,45.578759536233406,2023-01-24 03:08:55
1220,Normandie,59,87.0,1979,1960-1979,Maison,Gaz,10274.8,1232.98,E,2121.9,7.835682658959346,46.50666860998169,2022-06-04 06:30:23
1221,Centre-Val de Loire,67,87.4,2018,≥2010,Appartement,Autre,4198.9,503.87,D,2673.0,6.096355883747931,48.18185908332047,2023-05-24 15:53:57
1222,Occitanie,35,59.2,2015,≥2010,Appartement,Autre,2415.9,289.91,B,1530.1,0.04356233398971554,48.14193043517123,2022-11-17 11:44:51
1223,Occitanie,59,78.8,1990,1980-1999,Maison,Électricité,14811.0,1777.32,E,868.1,6.88091552564843,50.76408632616203,2021-11-29 03:41:56
1224,Hauts-de-France,44,107.8,1979,1960-1979,Appartement,Bois,4145.5,497.46,C,2378.8,-0.5457399088337755,49.96080802147239,2024-11-17 03:44:01
1225,Grand Est,75,79.6,1989,1980-1999,Appartement,Gaz,13826.8,1659.22,C,4187.4,3.682719665553172,49.40737097781483,2021-07-19 21:54:12
1226,Hauts-de-France,35,89.9,1957,<1960,Maison,Bois,9747.8,1169.74,D,1558.1,7.566449956867462,50.77915686427131,2024-12-12 01:46:10
1227,Bretagne,13,90.0,1954,<1960,Maison,Électricité,16227.9,1947.35,E,1581.7,0.07362523185117986,44.507658853703596,2021-05-06 18:25:35
1228,Auvergne-Rhône-Alpes,35,97.5,2010,≥2010,Maison,Fioul,4244.7,509.36,C,2019.6,3.83850454636414,47.868371493209594,2021-03-22 14:42:51
1229,Bretagne,31,101.8,2014,≥2010,Maison,Bois,14692.1,1763.05,C,3612.8,-1.1529904561857682,50.21861187048276,2022-10-15 07:26:10
1230,Provence-Alpes-Côte d'Azur,44,79.8,2016,≥2010,Maison,Électricité,13492.2,1619.06,A,712.8,-1.5379398972263298,47.93000197701949,2021-06-11 01:07:50
1231,Bretagne,37,57.7,1969,1960-1979,Appartement,Gaz,13631.3,1635.76,D,2892.8,2.464036663610175,51.003558129079764,2021-04-22 00:16:50
1232,Île-de-France,59,48.4,1988,1980-1999,Appartement,Fioul,17057.5,2046.9,D,1776.2,7.7304397744318365,43.3730686109855,2023-03-16 12:56:35
1233,Bretagne,31,115.5,2004,2000-2009,Appartement,Autre,12316.3,1477.96,C,1853.8,0.8907400333622091,46.32217537430084,2021-05-26 23:40:06
1234,Hauts-de-France,35,108.1,1991,1980-1999,Appartement,Électricité,2000.0,240.0,B,1290.8,7.189280614115548,51.00305729880514,2024-09-10 14:48:13
1235,Nouvelle-Aquitaine,31,104.5,1984,1980-1999,Appartement,Autre,14021.0,1682.52,D,1975.9,6.886725763181902,45.80224184855835,2024-11-11 17:43:46
1236,Nouvelle-Aquitaine,33,109.3,1951,<1960,Appartement,Fioul,13438.5,1612.62,E,1316.8,-1.7010860395150682,48.93414046336395,2022-08-24 01:10:49
1237,Occitanie,44,80.2,1990,1980-1999,Appartement,Électricité,10899.2,1307.9,E,1711.9,0.22365229209625603,42.76450523938425,2023-05-19 14:30:17
1238,Auvergne-Rhône-Alpes,37,66.3,1967,1960-1979,Appartement,Électricité,8212.0,985.44,F,200.0,3.36293222042438,48.54508289728373,2024-12-19 20:03:08
1239,Auvergne-Rhône-Alpes,14,55.6,1990,1980-1999,Maison,Fioul,10375.9,1245.11,A,639.5,1.7345964973480914,50.631252572989936,2023-02-14 21:12:17
1240,Île-de-France,75,52.3,1957,<1960,Appartement,Gaz,18561.3,2227.36,G,2503.1,-3.752539111778734,45.829544681153024,2022-08-05 13:20:25
1241,Hauts-de-France,35,121.4,1965,1960-1979,Appartement,Électricité,7860.4,943.25,C,3336.0,7.918074391653057,42.685308589964286,2024-02-26 17:24:22
1242,Occitanie,44,70.2,1945,<1960,Maison,Fioul,4168.1,500.17,G,5106.8,4.784502015746639,42.74281529824071,2021-03-10 00:38:55
1243,Centre-Val de Loire,14,116.6,1963,1960-1979,Maison,Bois,5392.8,647.14,C,3032.1,0.6900224969212525,50.26060275968648,2021-11-03 15:53:24
